Drift ID,Trip ID,ID Cell per Trip,Grid Cell ID,Site (MPA/ REF),Drifting or Holding Station,Start Search Time,End Search Time,Start Time,End Time,Drift Time (hrs),BAR (+/- mins) Fishing Time,FLY (+/- mins) Fishing Time,BAT (+/- mins) Fishing Time,DPR (+/- mins) Fishing Time,SBT (+/- mins) Fishing Time,Total (+/-) Time (hrs),Number of BAT fishers,Number of FLY fishers,Number of DPR fishers,Number of SBT fishers,Number of BAR fishers,Total . Anglers Fishing,Total Angler Hrs,ST_LatDD,ST_LonDD,Start Lat/Lon GPS Waypoint,Start Lat/Lon waypoint_link,End_LatDD,End_LonDD,End Lat/Lon GPS Waypoint,End Lat/Lon waypoint_link,Drift Length (m),Recorder,Tag Crew,"Surface T (instrument, C)","Depth T ( instrument, C)","SWT (vessel, F)",Relief (1-3),Start Depth (ft),End Depth (ft),Lingcod Bar Weight (oz),Lead Weight (oz),SBT Tail Length (in),SBT Head Weight (oz),. Seals,. Sea Lions,Total Fishes Caught,Cloud Cover (0-3),Obs Wind Speed (kt),Obs Wind Direction,Obs Swell Height (ft),Secchi Depth (m),Comments,Excluded Drift Comment,Exclude:Gear-Specific CPUE
AIM0918190501,AIT02_19,AIM09181905,AI05,MPA,Drift,,,13:57:20,14:07:12,0.164444444,0,0,-2,0,0,-0.033333333,3,0,4,3,0,10,1.611111111,34.01577,-119.38361,181.3,091819_181.3,34.01595,-119.38181,184.3,091819_184.3,168,JC,"JS, JC, PC, JZ",,,67,,90,90,10,,,1,,,39,,5,W,1.5,,"#10 OFF 2MINS, ""SEE PG.20""-FOR METADATA?",,FALSE
AIM0918190502,AIT02_19,AIM09181905,AI05,MPA,Drift,,,14:10:00,14:17:00,0.116666667,0,0,0,0,0,0,3,0,4,4,0,11,1.283333333,34.01567,-119.38395,187.3,091819_187.3,34.01615,-119.38326,191.3,091819_191.3,83,JC,"JS, JC, PC, JZ",,,67,,90,90,10,,,1,,,28,,5,W,1.5,,,,FALSE
AIM0918190701,AIT02_19,AIM09181907,AI07,MPA,Drift,,,9:35:30,9:49:00,0.225,0,0,0,0,-14,-0.233333333,3,0,4,3,0,10,2.016666667,34.02112,-119.44144,141.3,091819_141.3,34.02088,-119.44124,144.3,091819_144.3,32,JC,"JS, JC, PC, JZ",,,67,,154,150,10,,,1,,,32,,5,W,1.5,,"ANGLER 2 OFF, 2234 GOING DOWN, MOST RF NEEDED DESCENDING, 1 WHT-BIRD, 1 COPPER-BIRD",,FALSE
AIM0918190702,AIT02_19,AIM09181907,AI07,MPA,Drift,,,10:09:00,10:20:00,0.183333333,0,0,-6,0,0,-0.1,3,0,4,3,0,10,1.733333333,34.01899,-119.43881,145.3,091819_145.3,34.01823,-119.43797,146.3,091819_146.3,115,JC,"JS, JC, PC, JZ",,,67,,110,110,10,,,1,,2,12,,5,W,1.5,,"#1 OFF 4 MIN, #8 OFF 2 MIN, MOVED TO RELEASE TREE/SHEEP/OW",,FALSE
AIM0918190703,AIT02_19,AIM09181907,AI07,MPA,Drift,,,10:30:00,10:38:00,0.133333333,0,0,-1,0,0,-0.016666667,3,0,4,2,0,9,1.183333333,34.01905,-119.43863,147.3,091819_147.3,34.01840,-119.43840,148.3,091819_148.3,75,CH,"JS, JC, PC, JZ",,,67,,105,105,10,,,1,,2,7,,5,W,1.5,,#8 OFF 1MIN,,FALSE
AIM091819MM01,AIT02_19,AIM091819MM,AIMM,MPA,Drift,,,8:15:00,8:26:00,0.183333333,0,0,-1,-11,0,-0.2,3,0,4,3,0,10,1.633333333,34.02275,-119.37162,124.3,091819_124.3,34.02237,-119.36951,129.3,091819_129.3,200,CH,"JS, JC, PC, JZ",,,66,,102,96,10,,,1,,,32,,5,W,1.5,,"#9, 10 OFF 1 MIN; #5, 6 OFF 3 MIN; # 7 OFF 4 MIN",Drift ID: AIM0918190104; End in cell AI02,FALSE
AIM0919190103,AIT03_19,AIM09191901,AI01,MPA,Drift,,,9:22:00,9:30:30,0.141666667,0,0,0,0,0,0,3,0,1,6,0,10,1.416666667,34.02118,-119.36915,211.3,091919_211.3,34.02090,-119.36890,216.3,091919_216.3,39,CH,"JS, PC, JC",,,70,,96,100,10,,,1,,2,27,,,,,,,,FALSE
AIM0919190104,AIT03_19,AIM09191901,AI01,MPA,Drift,,,9:34:00,9:49:00,0.25,0,0,0,0,0,0,3,0,1,6,0,10,2.5,34.02060,-119.36878,217.3,091919_217.3,34.02143,-119.36710,225.3,091919_225.3,181,CH,"JS, PC, JC",,,70,,87,86,10,,,1,,,42,,,,,,#8 LOST 1 WHT,,FALSE
AIM0919190105,AIT03_19,AIM09191901,AI01,MPA,Drift,,,9:57:00,10:12:00,0.25,0,0,0,0,-8,-0.133333333,3,0,1,5,0,9,2.116666667,34.02247,-119.36812,226.3,091919_226.3,34.02170,-119.36786,234.3,091919_234.3,88,CH,"JS, PC, JC",,,69,,130,108,10,,,1,,,52,,,,,,"#10 OFF, #2 LOST 1 WHT, #9 OFF LAST 8 MIN",,FALSE
AIM0919190601,AIT03_19,AIM09191906,AI06,MPA,Drift,,,12:41:30,12:47:30,0.1,0,0,0,0,0,0,3,0,1,6,0,10,1,34.01688,-119.36171,249.3,091919_249.3,34.01685,-119.36135,250.3,091919_250.3,33,CH,"JS, PC, JC",,,,,49,49,10,,,1,,1,2,,,,,,"GPS CORDS FOR CELL #6 INCORRECT, UPLOAD NEW CORDS",,FALSE
AIM0919190603,AIT03_19,AIM09191906,AI06,MPA,Drift,,,13:05:00,13:12:30,0.125,0,0,0,0,-3,-0.05,3,0,1,7,0,11,1.325,34.01707,-119.36095,253.3,091919_253.3,34.01705,-119.36002,256.3,091919_256.3,195,CH,"JS, PC, JC",,,69,,50,46,10,,,1,,,8,,,,,,#9 OFF 3MIN,,FALSE
AIM0919190605,AIT03_19,AIM09191906,AI06,MPA,Drift,,,13:35:30,13:42:00,0.108333333,0,0,0,0,-3,-0.05,3,0,1,7,0,11,1.141666667,34.01698,-119.36172,260.3,091919_260.3,34.01696,-119.36137,261.3,091919_261.3,215,CH,"JS, PC, JC",,,69,,48,50,10,,,1,,,3,,,,,,#11 OFF 3 min,,FALSE
AIM0919190606,AIT03_19,AIM09191906,AI06,MPA,Drift,,,13:44:00,13:53:00,0.15,0,0,0,0,0,0,3,0,1,6,0,10,1.5,34.01708,-119.35968,262.3,091919_262.3,34.01752,-119.35751,264.3,091919_264.3,32,CH,"JS, PC ,JC",,,69,,43,48,10,,,1,,,1,,5,W,1,,7 min mark taken @ 263; WP 265 After drift ended,,FALSE
AIM091919MM01,AIT03_19,AIM091919MM,AIMM,MPA,Drift,,,9:03:30,9:09:00,0.091666667,0,0,0,0,0,0,3,0,1,6,0,10,0.916666667,34.01897,-119.36623,205.3,091919_205.3,34.01881,-119.36586,208.3,091919_208.3,39,CH,"JS, PC, JC",,,71,,74,75,10,,,1,,,12,,,,,,,"Drift ID: AIM0919190101; Drift outside of cell, end/start not within 25m of cell boundary",FALSE
AIM091919MM02,AIT03_19,AIM091919MM,AIMM,MPA,Drift,,,9:15:00,9:17:00,0.033333333,0,0,0,0,0,0,3,0,1,6,0,10,0.333333333,34.01771,-119.36781,209.3,091919_209.3,34.01753,-119.36797,210.3,091919_210.3,25,CH,"JS, PC, JC",,,70,,60,64,10,,,1,,,3,,,,,,,"Drift ID: AIM0919190102; Drift outside of cell, end/start not within 25m of cell boundary",FALSE
AIM091919MM03,AIT03_19,AIM091919MM,AIMM,MPA,Drift,,,12:51:00,13:03:00,0.2,0,0,-1,0,-2,-0.05,1,0,1,7,0,10,1.95,34.01765,-119.36402,251.3,091919_251.3,34.01751,-119.36192,252.3,091919_252.3,207,CH,"JS, PC, JC",,,69,,47,51,10,,,1,,1,6,,5,W,1,,"#11 ON AS CREW (SBT) OFF 2MIN, #5 & #6 OFF, #2 OFF 1MIN",Drift Ends >80 m outside of cell,FALSE
AIM091919MM04,AIT03_19,AIM091919MM,AIMM,MPA,Drift,,,13:24:00,13:32:00,0.133333333,0,0,0,0,0,0,3,0,1,5,0,9,1.2,34.01768,-119.36550,257.3,091919_257.3,34.01783,-119.36319,259.3,091919_259.3,86,CH,"JS, PC, JC",,,69,,48,50,10,,,1,,,9,,,,,,"CURRENT, #9 OFF, #11 OFF, #10 ON","Drift ID: AIM0919190604;  Drift outside of cell, end/start not within 25m of cell boundary",FALSE
AIM0921200201,AIT06_20,AIM09212002,AI02,MPA,Drift,,,12:26:00,12:36:00,0.166666667,0,0,0,0,-1,-0.016666667,2,0,2,3,0,7,1.15,34.01917,-119.37265,498.4,092120_498.4,34.01812,-119.37186,501.4,092120_501.4,138,PC,"APF, CJ",,,65,1,88,88,,10,4-6,2,,0,28,0,2,W,2.5,,#7 OUT 1 MIN; #4 LOST 1 WF AT SURFACE,,FALSE
AIM0921200202,AIT06_20,AIM09212002,AI02,MPA,Drift,,,12:39:00,12:45:00,0.1,0,0,0,0,0,0,2,0,2,3,0,7,0.7,34.02007,-119.37238,502.4,092120_502.4,34.01950,-119.37170,503.4,092120_503.4,89,PC,"APF, CJ",,,65,1,85,88,,10,4-6,2,,0,21,0,5,W,2.5,,,,FALSE
AIM0921200203,AIT06_20,AIM09212002,AI02,MPA,Drift,,,12:47:00,12:50:00,0.05,0,0,0,0,0,0,2,0,2,3,0,7,0.35,34.01929,-119.37139,504.4,092120_504.4,34.01901,-119.37097,505.4,092120_505.4,50,PC,"APF, CJ",,,65,1,89,86,,10,4-6,2,,2,9,0,5,W,2.5,,,,FALSE
AIM0921200205,AIT06_20,AIM09212002,AI02,MPA,Drift,,,13:07:00,13:12:00,0.083333333,0,0,0,0,-3,-0.05,2,0,2,3,0,7,0.533333333,34.01741,-119.36742,510.4,092120_510.4,34.01760,-119.36664,512.4,092120_512.4,75,PC,"APF, CJ",,,65,1,43,43,,10,4-6,2,,2,8,0,5,W,2.5,,#7 OUT 3 MIN,,FALSE
AIM0921200701,AIT06_20,AIM09212007,AI07,MPA,Drift,,,8:46:00,8:59:00,0.216666667,0,0,0,0,-4,-0.066666667,2,0,2,2,0,6,1.233333333,34.02133,-119.43977,463.4,092120_463.4,34.02089,-119.44435,470.4,092120_470.4,426,CH,"APF, CJ, PC",,,65,2,150,162,,10,4-6,2,,0,47,0,2,W,2.5,,10 OZ SINKERS; 2 OZ LEADHEADS; #2 OUT 4 MIN,,FALSE
AIM0921200702,AIT06_20,AIM09212007,AI07,MPA,Drift,,,9:11:00,9:33:00,0.366666667,0,0,-2,0,0,-0.033333333,2,0,2,2,0,6,2.166666667,34.02177,-119.43765,471.4,092120_471.4,34.02132,-119.44134,476.4,092120_476.4,345,CH,"APF, CJ, PC",,,65,1,161,153,,10,4-6,2,,0,27,0,2,W,2.5,,#4 OUT 2 MIN,,FALSE
AIM092120MM01,AIT06_20,AIM092120MM,AIMM,MPA,Drift,,,12:54:00,13:04:00,0.166666667,0,0,0,0,-4,-0.066666667,2,0,2,3,0,7,1.1,34.01894,-119.36917,506.4,092120_506.4,34.01821,-119.36776,509.4,092120_509.4,154,PC,"APF, CJ",,,65,1,77,58,,10,4-6,2,,2,15,0,5,W,2.5,,1 CORMORANT AND 1 SEA LION MORTALITY (BOTH WHT); #7 off 4 min,AIM0921200204; ends in cell 1,FALSE
AIM092120MM02,AIT06_20,AIM092120MM,AIMM,MPA,Drift,,,13:15:00,13:25:00,0.166666667,0,0,0,0,0,0,2,0,2,3,0,7,1.166666667,34.01678,-119.36855,513.4,092120_513.4,34.01702,-119.36771,515.4,092120_515.4,82,PC,"APF, CJ",,,65,1,31,35,,10,4-6,2,,1,9,0,5,W,2.5,,MOVED OFFSHORE TO DESCEND ALL FISHES,AIM0921200206;  completely out of cell and start/end are greater than 25 m outside,FALSE
AIM0921210101,AIT01_21,AIM09212101,AI01,MPA,Drift,,,12:37:00,13:04:00,0.45,0,0,-20,-35,-92,-2.45,2,0,3,7,0,12,2.95,34.02068,-119.36891,64.3,092121_64.3,34.02069,-119.36777,72.3,092121_72.3,105,CH,"CJ, KS, MB, JE, CL, WK",,,65,1,90,90,,8,4-6,2.5,0,0,28,0,3,W,4,,"#5 OFF 2 MIN, #1 OFF 2 MIN, #10 OFF 12 MIN, #11 OFF 8 MIN, PICKED UP 5 BALLOONS, PAUSE @ 12:44 (WP 67), RESTART @ 12:50 (WP 68), PAUSE @ 12:57 (WP 70), RESTART @ 1:01 (WP 71)",,FALSE
AIM0921210102,AIT01_21,AIM09212101,AI01,MPA,Drift,,,13:09:00,13:33:00,0.4,0,0,-16,-24,-67,-1.783333333,2,0,3,6,0,12,3.016666667,34.02241,-119.36889,73.3,092121_73.3,34.02214,-119.36647,82.3,092121_82.3,225,CH,"CJ, KS, MB, JE, CL, WK",,,65,1,120,118,,8,4-6,2.5,0,0,46,0,3,W,4,,"TAG MISFIRE (4934), MISSING TAG (4894), PAUSE @ 13:15 (WP 76.3) RESTART @13:19 (WP 77.3), PASUE @13:25 (WP 80.3) RESTART @13:29 (WP81.3), #12 OFF 11 MIN",,FALSE
AIM0921210103,AIT01_21,AIM09212101,AI01,MPA,Drift,,,13:39:00,13:59:00,0.333333333,0,0,-10,-15,-40,-1.083333333,2,0,3,7,0,12,2.916666667,34.01980,-119.36842,83.3,092121_83.3,34.01973,-119.36519,91.3,092121_91.3,299,CH,"CJ, KS, MB, JE, CL, WK",,,63,1,78,78,,8,4-6,2.5,0,0,38,0,3,W,2,,PAUSE@ 13:46 (WP 86.3) RESTART 13:51 (WP 87.3),,FALSE
AIM0921210201,AIT01_21,AIM09212102,AI02,MPA,Drift,,,11:00:00,11:35:00,0.583333333,0,0,-8,-12,-40,-1,2,0,3,7,0,12,6,34.01665,-119.37274,38.3,092121_38.3,34.01649,-119.37205,46.3,092121_46.3,66,CH,"CJ, KS, MB, JE, CL, WK",,,65,1,42,43,,8,4-6,2.5,0,0,24,0,3,W,4,,"#1 OFF 2 MIN, #10&11 OFF 5 MIN, PAUSE @11:21 (WP 41.2), RESTART @ 11:23 (WP 42.2), PAUSE @ 11:28 (WP 44.2), RESTART @ 11:30 (WP 45.2)",,FALSE
AIM0921210202,AIT01_21,AIM09212102,AI02,MPA,Drift,,,11:37:00,12:01:00,0.4,0,0,-20,-30,-60,-1.833333333,2,0,3,6,0,11,2.566666667,34.01573,-119.37160,47.3,092121_47.3,34.01652,-119.37268,55.3,092121_55.3,133,CH,"CJ, KS, MB, JE, CL, WK",,,65,1,24,24,,8,4-6,2.5,0,0,5,0,3,W,4,,"#5 OFF 45S, #1 OFF 2 MIN, #2 OFF 3MIN, PAUSE @11:38 (WP 48), RESTART @ 11:42 (WP 49), PAUSE @ 11:46 (WP 51), RESTART @ 11:51 (WP 52) DEPTH 24, PAUSE @ 11:55, RESTART @ 11:58 (WP 54) DEPTH 36",,FALSE
AIM0921210203,AIT01_21,AIM09212102,AI02,MPA,Drift,,,12:04:00,12:26:00,0.366666667,0,0,-10,-15,-59,-1.4,2,0,3,7,0,12,3,34.01625,-119.36984,56.3,092121_56.3,34.01682,-119.36868,63.3,092121_63.3,124,CH,"CJ, KS, MB, JE, CL, WK",,,65,1,30,34,,8,4-6,2.5,0,0,8,0,3,W,4,,"#3 OFF 2 MIN, #11&12 OFF 17 MIN, PAUSE @ 12:07 (WP 057), RESTART @ 12:09 (WP 58), PAUSE @ 12:14 (WP 59), RESTART @ 12:15 (WP60), PAUSE @ 12:21 (WP 61), RESTART @ 12:23 (WP 62)",,FALSE
AIM0922210401,AIT02_21,AIM09222104,AI04,MPA,Hold,,,8:29:00,8:47:00,0.3,0,0,-9,-11.5,-15.5,-0.6,3,0,3,5,0,11,2.7,34.01206,-119.39335,92.3,092221_92.3,34.01224,-119.39235,98.3,092221_98.3,94,CH,"JS, PC, CL, MB, JE",,,65,1,62,67,,8,4-6,1.5,0,1,27,2,10,W,3,,"PAUSE @ 8:32 (WP 93.3), RESTART @ 8:35 (WP 94.3) SIM, #10 OFF 2:30 MIN, #3 OFF 30 SEC",,FALSE
AIM0922210402,AIT02_21,AIM09222104,AI04,MPA,Hold,,,8:52:00,9:16:00,0.4,0,0,-28.5,-29.5,-54,-1.866666667,3,0,3,6,0,12,2.933333333,34.01292,-119.39200,99.3,092221_99.3,34.01247,-119.39180,106.3,092221_106.3,54,CH,"JS, PC, CL, MB, JE",,,65,1,67,67,,8,4-6,1.5,0,2,19,2,10,W,3,,"PAUSE @ 8:59 (WP 101.3), RESTART @ 9:05 (WP 102.3), SLM, PAUSE @ 9:09 (WP 103.3), RESTART @ 9:12 (WP 104.3) (SIM), SLM, SLM, #11&12 AS AS CREW AS SBT, #8&9 OUT 30 SEC TANGLED, #5&6 OUT 1 MIN TANGLED, ALL FISH DESCENDED (5)",,FALSE
AIM0922210403,AIT02_21,AIM09222104,AI04,MPA,Hold,,,9:28:00,9:44:00,0.266666667,0,0,0,-1.25,-0.25,-0.025,3,0,3,5,0,11,2.908333333,34.01308,-119.39458,107.3,092221_107.3,34.01220,-119.39345,113.3,092221_113.3,143,CH,"JS, PC, CL, MB, JE",,,65,1,78,78,,8,4-6,1.5,0,2,31,2,10,W,3,,"SLM:WHT:1, #8 OFF 1 MIN HOOKED SEA LION, #10&12 OFF 15 SEC TANGLED, #11 WHT SLM",,FALSE
AIM1001250101,AIT07_25,AIM10012501,AI01,MPA,Drift,8:10:00,8:13:00,8:13:00,8:20:00,0.116666667,0,0,0,0,0,0,4,0,3,3,0,10,1.166666667,34.02008,-119.36586,513.2,100125_513.2,34.02034,-119.36586,518.2,100125_518.2,29,CH,"BR, PC, CJ, BB, JK",,,67,1,76,76,,8,4-6,3,0,0,26,0,5,W,3,,4 & 6 OUT THIS DRIFT,,FALSE
AIM1001250102,AIT07_25,AIM10012501,AI01,MPA,Drift,,8:24:00,8:24:00,8:32:00,0.133333333,0,0,0,-2,-4,-0.1,4,0,4,4,0,12,1.5,34.02039,-119.36441,519.2,100125_519.2,34.02031,-119.36460,522.2,100125_522.2,20,CH,"BR, PC, CJ, BB, JK",,,67,1,86,87,,8,4-6,3,0,0,29,0,5,W,3,,4 out 4 min; 6 out 2 min,,FALSE
AIM1001250103,AIT07_25,AIM10012501,AI01,MPA,Drift,8:33:00,8:35:00,8:35:00,8:50:00,0.25,0,0,0,-8,0,-0.133333333,4,0,4,4,0,12,2.866666667,34.02108,-119.36751,523.2,100125_523.2,34.02069,-119.36847,533.2,100125_533.2,99,CH,"BR, PC, CJ, BB, JK",,,67,1,88,80,,8,4-6,3,0,0,47,0,5,W,3,,6 OUT 8 MIN; 4 IN; 12 OUT THIS DRIFT,,FALSE
AIM1001250104,AIT07_25,AIM10012501,AI01,MPA,Drift,,8:56:30,8:56:30,9:10:00,0.225,0,0,-1,-0.5,-2,-0.058333333,4,0,4,4,0,12,2.641666667,34.02201,-119.36767,534.2,100125_534.2,34.02133,-119.36837,541.2,100125_541.2,99,CH,"BR, PC, CJ, BB, JK",,,67,1,94,93,,8,4-6,3,0,1,58,0,5,W,3,,NO SEARCH TIME; 9 OUT 1 MIN; 6 OUT 30S; 2 OUT 2 MIN,,FALSE
AIM1001251801,AIT07_25,AIM10012518,AI18,MPA,Drift,12:08:00,12:11:00,12:11:00,12:26:00,0.25,0,0,0,0,0,0,4,0,3,4,0,11,2.75,34.00969,-119.40704,582.2,100125_582.2,34.00943,-119.40719,589.2,100125_589.2,32,CH,"BR, PC, CJ, BB, JK",,,68,2,80,65,,8,4-6,3,0,0,40,0,5,W,3,,6 ON 1 HOOK THIS DRIFT - NOT COUNTING FISHES FROM STATION 6,,FALSE
AIM1001251802,AIT07_25,AIM10012518,AI18,MPA,Drift,12:28:00,12:30:00,12:30:00,12:45:00,0.25,0,0,0,0,0,0,4,0,4,4,0,12,3,34.00973,-119.40901,590.2,100125_590.2,34.00966,-119.40826,596.2,100125_596.2,70,CH,"BR, PC, CJ, BB, JK",,,76,1,76,86,,8,4-6,3,0,0,31,0,5,W,3,,IGNORE WP 597,,FALSE
AIM1001251803,AIT07_25,AIM10012518,AI18,MPA,Hold,,12:55:00,12:55:00,12:59:00,0.066666667,0,0,0,0,0,0,4,0,4,4,0,12,0.8,34.00965,-119.40791,599.2,100125_599.2,34.00965,-119.40790,600.2,100125_600.2,1,CH,"BR, PC, CJ, BB, JK",,,68,1,58,60,,8,4-6,3,0,0,6,0,5,W,3,,IGNORE WP 598,,FALSE
AIM100125MM01,AIT07_25,AIM100125MM,AIMM,MPA,Hold,13:00:00,13:03:00,13:03:00,13:18:00,0.25,0,0,0,-2,0,-0.033333333,4,0,4,4,0,12,2.966666667,34.01442,-119.40842,601.2,100125_601.2,34.01448,-119.40830,605.2,100125_605.2,12,CH,"BR, PC, CJ, BB, JK",,,68,1,159,161,,8,4-6,3,0,0,32,0,5,W,3,,TRYING DEEPER ROCK ON OUTER EDGE OF CELL; 7 OUT 2 MIN,AIM1001251804; DRIFT OUTSIDE CELL,FALSE
AIM1002250301,AIT08_25,AIM10022503,AI03,MPA,Drift,12:49:00,12:51:00,12:51:00,12:57:00,0.1,0,0,0,0,-3,-0.05,4,0,4,5,0,13,1.25,34.01754,-119.37770,670.2,100225_670.2,34.01791,-119.37656,673.2,100225_673.2,113,CH,"CJ, KS, BB, JK",,,69,2,63,77,,8,4-6,3,0,0,15,0,5,W,3,,ALL STATIONS BACK IN; 9 OUT 3 MIN,,FALSE
AIM1002250302,AIT08_25,AIM10022503,AI03,MPA,Drift,,13:01:00,13:01:00,13:15:00,0.233333333,0,0,0,-3,-0.5,-0.058333333,4,0,4,5,0,13,2.975,34.01725,-119.37784,674.2,100225_674.2,34.01785,-119.37647,681.2,100225_681.2,143,CH,"CJ, KS, BB, JK",,,69,1,70,74,,8,4-6,3,0,0,54,0,5,W,3,,13  OUT 3 MIN; 2 OUT 30S,,FALSE
AIM1002250303,AIT08_25,AIM10022503,AI03,MPA,Drift,13:18:00,13:20:00,13:20:00,13:27:00,0.116666667,0,0,-2,-2,0,-0.066666667,4,0,4,5,0,13,1.45,34.01859,-119.37860,682.2,100225_682.2,34.01905,-119.37786,685.2,100225_685.2,85,CH,"CJ, KS, BB, JK",,,69,1,94,90,,8,4-6,3,0,0,18,0,5,W,3,,"ALL CREW IN; 13 OUT 2 MIN; 11 OUT 2 MIN; 2 OW FLOATING, 1 PELICAN MORTALITY (UNSURE WHICH FISH)",,FALSE
AIM1002250304,AIT08_25,AIM10022503,AI03,MPA,Drift,13:31:00,13:33:00,13:33:00,13:38:00,0.083333333,0,0,0,-1,0,-0.016666667,4,0,4,5,0,13,1.066666667,34.01757,-119.38004,686.2,100225_686.2,34.01782,-119.37929,688.2,100225_688.2,74,CH,"CJ, KS, BB, JK",,,66,1,85,85,,8,4-6,3,0,0,11,0,3,W,3,,13 OUT 1 MIN,,FALSE
AIM1002250305,AIT08_25,AIM10022503,AI03,MPA,Drift,13:39:00,13:42:00,13:42:00,13:53:00,0.183333333,0,0,0,0,0,0,4,0,4,5,0,13,2.383333333,34.01817,-119.38088,689.2,100225_689.2,34.01899,-119.38019,696.2,100225_696.2,111,CH,"CJ, KS, BB, JK",,,69,3,105,130,,8,4-6,3,0,0,46,0,3,W,3,,,,FALSE
AIM1002250306,AIT08_25,AIM10022503,AI03,MPA,Drift,,13:57:00,13:57:00,14:09:00,0.2,0,0,0,0,0,0,4,0,4,5,0,13,2.6,34.01838,-119.38075,697.2,100225_697.2,34.01846,-119.38056,703.2,100225_703.2,20,CH,"CJ, KS, BB, JK",,,69,1,116,116,,8,4-6,3,0,0,36,0,3,W,3,,,,FALSE
AIM1002250801,AIT08_25,AIM10022508,AI08,MPA,Drift,8:35:00,8:38:00,8:38:00,8:46:00,0.133333333,0,0,-0.5,-2,0,-0.041666667,4,0,3,6,0,13,1.691666667,34.01796,-119.43372,606.2,100225_606.2,34.01754,-119.43401,609.2,100225_609.2,54,CH,"CJ, KS, BB, JK",,,68,1,75,62,,8,4-6,3,0,0,6,0,3,W,3,,13 OUT 2 MIN; 11 OUT 30 S,,FALSE
AIM1002250804,AIT08_25,AIM10022508,AI08,MPA,Drift,9:22:00,9:24:00,9:24:00,9:29:00,0.083333333,0,0,0,0,0,0,4,0,3,5,0,12,1,34.02091,-119.43356,624.2,100225_624.2,34.02056,-119.43353,627.2,100225_627.2,39,CH,"CJ, KS, BB, JK",,,66,1,175,176,,8,4-6,3,0,0,14,0,3,W,3,,3 OUT THIS DRIFT,,FALSE
AIM1002250805,AIT08_25,AIM10022508,AI08,MPA,Drift,9:30:00,9:34:00,9:34:00,9:38:00,0.066666667,0,0,0,0,-3,-0.05,4,0,3,5,0,12,0.75,34.01740,-119.43659,628.2,100225_628.2,34.01687,-119.43662,629.2,100225_629.2,59,CH,"CJ, KS, BB, JK",,,66,1,70,67,,8,4-6,3,0,0,0,0,3,W,3,,9 OUT 3 MIN; 3 OUT THIS DRIFT,,FALSE
AIM1002250806,AIT08_25,AIM10022508,AI08,MPA,Drift,,9:42:00,9:42:00,9:44:00,0.033333333,0,0,0,0,0,0,4,0,3,5,0,12,0.4,34.01819,-119.43431,630.2,100225_630.2,34.01787,-119.43418,632.2,100225_632.2,38,CH,"CJ, KS, BB, JK",,,66,1,87,87,,8,4-6,3,0,0,2,0,3,W,3,,NO SEARCH TIME,,FALSE
AIM100225MM01,AIT08_25,AIM100225MM,AIMM,MPA,Drift,8:49:30,8:51:00,8:51:00,8:58:00,0.116666667,0,0,0,-2,0,-0.033333333,4,0,3,6,0,13,1.483333333,34.01863,-119.43149,610.2,100225_610.2,34.01833,-119.43206,613.2,100225_613.2,62,CH,"CJ, KS, BB, JK",,,68,1,87,88,,8,4-6,3,0,0,15,0,3,W,3,,13 OUT 2 MIN,AIM1002250802; DRIFT OUTSIDE CELL,FALSE
AIM100225MM02,AIT08_25,AIM100225MM,AIMM,MPA,Drift,9:00:15,9:01:00,9:01:00,9:17:00,0.266666667,0,0,0,-5.5,0,-0.091666667,4,0,3,6,0,13,3.375,34.01856,-119.43083,614.2,100225_614.2,34.01844,-119.43177,623.2,100225_623.2,88,CH,"CJ, KS, BB, JK",,,68,1,90,84,,8,4-6,3,0,0,51,0,3,W,3,,13 OUT 5.5 MIN,AIM1002250803; DRIFT OUTSIDE CELL,FALSE
AIM100225MM03,AIT08_25,AIM100225MM,AIMM,MPA,Drift,,9:50:00,9:50:00,9:54:00,0.066666667,0,0,0,0,0,0,4,0,3,5,0,12,0.8,34.01805,-119.43802,633.2,100225_633.2,34.01757,-119.43804,635.2,100225_635.2,53,CH,"CJ, KS, BB, JK",,,66,1,85,75,,8,4-6,3,0,0,6,0,3,W,3,,NO SEARCH TIME,AIM1002250807; DRIFT OUTSIDE CELL,FALSE
AIM100225MM04,AIT08_25,AIM100225MM,AIMM,MPA,Drift,,14:21:00,14:21:00,14:30:00,0.15,0,0,0,0,0,0,3,0,4,6,0,13,1.95,34.01194,-119.37989,704.2,100225_704.2,34.01231,-119.37960,706.2,100225_706.2,49,CH,"CJ, KS, BB, JK",,,69,1,18,16,,8,4-6,3,0,0,5,0,3,W,3,,PUSHED IN TIGHT FOR LAST FEW MINUTES; NO 1`0 OR 11; SCIENCE CREW SWTICHED TO SBT,AIM1002250307; DRIFT OUTSIDE CELL,FALSE
AIM1003230301,AIT01_23,AIM10032303,AI03,MPA,Drift,,,8:07:00,8:23:00,0.266666667,0,0,0,0,0,0,3,0,4,4,0,11,2.933333333,34.01742,-119.37805,393.4,100323_393.4,34.01719,-119.37769,400.4,100323_400.4,42,CH,"KS, FF, CK, KN",,,63,2,90,90,,8,4-6,2,0,0,78,0,0,,2,,"SUNNY, NO WIND, W SWELL 2@6;#4 LOST BIG BAT RAY AT SURFACE ~100 CM; HABITAT 2",,FALSE
